ncm_code,description,full_description,chapter,aec
2941.40.19,Los demás,Antibióticos. > Cloranfenicol y sus derivados; sales de estos productos > Cloranfenicol y sus ésteres > Los demás,29,2
2941.40.20,Tianfenicol y sus ésteres,Antibióticos. > Cloranfenicol y sus derivados; sales de estos productos > Tianfenicol y sus ésteres,29,2
2941.40.90,Los demás,Antibióticos. > Cloranfenicol y sus derivados; sales de estos productos > Los demás,29,2
2941.50.10,Claritromicina,Antibióticos. > Eritromicina y sus derivados; sales de estos productos > Claritromicina,29,2
2941.50.20,Eritromicina y sus sales,Antibióticos. > Eritromicina y sus derivados; sales de estos productos > Eritromicina y sus sales,29,14
2941.50.90,Los demás,Antibióticos. > Eritromicina y sus derivados; sales de estos productos > Los demás,29,2
2941.90.11,Rifamicina S,Antibióticos. > Los demás > Rifamicinas y sus derivados; sales de estos productos > Rifamicina S,29,2
2941.90.12,Rifampicina (rifamicina AMP),Antibióticos. > Los demás > Rifamicinas y sus derivados; sales de estos productos > Rifampicina (rifamicina AMP),29,2
2941.90.13,Rifamicina SV sódica,Antibióticos. > Los demás > Rifamicinas y sus derivados; sales de estos productos > Rifamicina SV sódica,29,2
2941.90.19,Los demás,Antibióticos. > Los demás > Rifamicinas y sus derivados; sales de estos productos,29,2
2941.90.21,Clorhidrato de lincomicina,Antibióticos. > Los demás > Lincomicina y sus derivados; sales de estos productos > Clorhidrato de lincomicina,29,2
2941.90.22,Fosfato de clindamicina,Antibióticos. > Los demás > Lincomicina y sus derivados; sales de estos productos > Fosfato de clindamicina,29,2
2941.90.29,Los demás,Antibióticos. > Los demás > Lincomicina y sus derivados; sales de estos productos,29,2
2941.90.31,Ceftriaxona y sus sales,"Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Ceftriaxona y sus sales",29,2
2941.90.32,"Cefoperazona y sus sales, cefazolina sódica","Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Cefoperazona y sus sales, cefazolina sódica",29,2
2941.90.33,"Cefaclor y cefalexina monohidratados, cefalotina sódica","Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Cefaclor y cefalexina monohidratados, cefalotina sódica",29,14
2941.90.34,Cefadroxil y sus sales,"Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Cefadroxil y sus sales",29,2
2941.90.35,Cefotaxima sódica,"Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Cefotaxima sódica",29,2
2941.90.36,Cefoxitina y sus sales,"Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Cefoxitina y sus sales",29,2
2941.90.37,Cefalosporina C,"Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos > Cefalosporina C",29,2
2941.90.39,Los demás,"Antibióticos. > Los demás > Cefalosporinas y cefamicinas, y sus derivados; sales de estos productos",29,2
2941.90.41,Sulfato de neomicina,Antibióticos. > Los demás > Aminoglicósidos y sus sales > Sulfato de neomicina,29,2
2941.90.42,Embonato de gentamicina (pamoato de gentamicina),Antibióticos. > Los demás > Aminoglicósidos y sus sales > Embonato de gentamicina (pamoato de gentamicina),29,2
2941.90.43,Sulfato de gentamicina,Antibióticos. > Los demás > Aminoglicósidos y sus sales > Sulfato de gentamicina,29,14
2941.90.49,Los demás,Antibióticos. > Los demás > Aminoglicósidos y sus sales,29,2
2941.90.51,Embonato de espiramicina (pamoato de espiramicina),Antibióticos. > Los demás > Macrólidos y sus sales > Embonato de espiramicina (pamoato de espiramicina),29,2
2941.90.59,Los demás,Antibióticos. > Los demás > Macrólidos y sus sales,29,2
2941.90.61,Nistatina y sus sales,Antibióticos. > Los demás > Polienos y sus sales > Nistatina y sus sales,29,2
2941.90.62,Anfotericina B y sus sales,Antibióticos. > Los demás > Polienos y sus sales > Anfotericina B y sus sales,29,2
2941.90.69,Los demás,Antibióticos. > Los demás > Polienos y sus sales,29,2
2941.90.71,Monensina sódica,Antibióticos. > Los demás > Poliéteres y sus sales > Monensina sódica,29,2
2941.90.72,Narasina,Antibióticos. > Los demás > Poliéteres y sus sales > Narasina,29,2
2941.90.73,Avilamicinas,Antibióticos. > Los demás > Poliéteres y sus sales > Avilamicinas,29,2
2941.90.79,Los demás,Antibióticos. > Los demás > Poliéteres y sus sales,29,2
2941.90.81,"Polimixinas y sus sales, excepto sulfato de colistina","Antibióticos. > Los demás > Polipéptidos y sus sales > Polimixinas y sus sales, excepto sulfato de colistina",29,2
2941.90.82,Sulfato de colistina,Antibióticos. > Los demás > Polipéptidos y sus sales > Sulfato de colistina,29,2
2941.90.83,Virginiamicinas y sus sales,Antibióticos. > Los demás > Polipéptidos y sus sales > Virginiamicinas y sus sales,29,2
2941.90.89,Los demás,Antibióticos. > Los demás > Polipéptidos y sus sales,29,2
2941.90.91,Griseofulvina y sus sales,Antibióticos. > Los demás > Griseofulvina y sus sales,29,2
2941.90.92,Fumarato de tiamulina,Antibióticos. > Los demás > Fumarato de tiamulina,29,2
2941.90.99,Los demás,Antibióticos. > Los demás,29,2
2942.00.00,Los demás compuestos orgánicos.,Los demás compuestos orgánicos.,29,2
3001.20.10,De hígado,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Extractos de glándulas o de otros órganos o de sus secreciones > De hígado",30,6
3001.20.90,Los demás,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Extractos de glándulas o de otros órganos o de sus secreciones > Los demás",30,6
3001.90.10,Heparina y sus sales,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Las demás > Heparina y sus sales",30,8
3001.90.20,Trozos de pericardio de origen bovino o porcino,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Las demás > Trozos de pericardio de origen bovino o porcino",30,2
3001.90.31,Hígados,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Las demás > Glándulas y demás órganos, desecados, incluso pulverizados > Hígados",30,4
3001.90.39,Los demás,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Las demás > Glándulas y demás órganos, desecados, incluso pulverizados > Los demás",30,4
3001.90.90,Los demás,"Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte. > Las demás > Los demás",30,2
3002.12.11,Antiofídicos y otros antivenenosos,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Antiofídicos y otros antivenenosos",30,8
3002.12.12,Antitetánico,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Antitetánico",30,4
3002.12.13,Anticatarral,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Anticatarral",30,4
3002.12.14,Antipiógeno,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Antipiógeno",30,4
3002.12.15,Antidiftérico,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Antidiftérico",30,4
3002.12.16,Polivalentes,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Polivalentes",30,4
3002.12.19,Los demás,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Antisueros específicos de animales o de personas inmunizados > Los demás",30,2
3002.12.21,Inmunoglobulina anti-Rh,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, excepto las preparadas como medicamentos > Inmunoglobulina anti-Rh",30,2
3002.12.22,Otras inmunoglobulinas séricas,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, excepto las preparadas como medicamentos > Otras inmunoglobulinas séricas",30,2
3002.12.23,Concentrado de factor VIII,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, excepto las preparadas como medicamentos > Concentrado de factor VIII",30,2
3002.12.24,"Seroalbúmina, en forma de gel, para preparación de reactivos de diagnóstico","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, excepto las preparadas como medicamentos > Seroalbúmina, en forma de gel, para preparación de reactivos de diagnóstico",30,2
3002.12.29,Los demás,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, excepto las preparadas como medicamentos > Los demás",30,2
3002.12.31,"Seroalbúmina, excepto la humana","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Seroalbúmina, excepto la humana",30,2
3002.12.32,Plasmina (fibrinolisina),"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Plasmina (fibrinolisina)",30,0
3002.12.33,Uroquinasa,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Uroquinasa",30,0
3002.12.34,"Inmunoglobulina y clorhidrato de histamina, asociados","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Inmunoglobulina y clorhidrato de histamina, asociados",30,8
3002.12.35,"Inmunoglobulina G, liofilizada o en solución","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Inmunoglobulina G, liofilizada o en solución",30,8
3002.12.36,Seroalbúmina humana,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Seroalbúmina humana",30,4
3002.12.39,Los demás,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Antisueros (sueros con anticuerpos) y demás fracciones de la sangre > Demás fracciones de la sangre, preparadas como medicamentos > Los demás",30,2
3002.13.00,"Productos inmunológicos sin mezclar, sin dosificar ni acondicionar para la venta al por menor","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Productos inmunológicos sin mezclar, sin dosificar ni acondicionar para la venta al por menor",30,2
3002.14.00,"Productos inmunológicos mezclados, sin dosificar ni acondicionar para la venta al por menor","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Productos inmunológicos mezclados, sin dosificar ni acondicionar para la venta al por menor",30,2
3002.15.10,Interferón beta; peg interferón alfa-2-a,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Productos inmunológicos dosificados o acondicionados para la venta al por menor > Interferón beta; peg interferón alfa-2-a",30,0
3002.15.20,Basiliximab (DCI); bevacizumab (DCI); daclizumab (DCI); etanercept (DCI); gemtuzumab ozogamicin (DCI); oprelvekin (DCI); rituximab (DCI); trastuzumab (DCI),"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Productos inmunológicos dosificados o acondicionados para la venta al por menor > Basiliximab (DCI); bevacizumab (DCI); daclizumab (DCI); etanercept (DCI); gemtuzumab ozogamicin (DCI); oprelvekin (DCI); rituximab (DCI); trastuzumab (DCI)",30,0
3002.15.90,Los demás,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Productos inmunológicos dosificados o acondicionados para la venta al por menor > Los demás",30,2
3002.41.11,Contra la gripe,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Contra la gripe",30,2
3002.41.12,Contra la poliomielitis,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Contra la poliomielitis",30,2
3002.41.13,Contra la hepatitis B,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Contra la hepatitis B",30,2
3002.41.14,Contra el sarampión,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Contra el sarampión",30,2
3002.41.15,Contra la meningitis,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Contra la meningitis",30,2
3002.41.16,"Contra la rubeola, sarampión y paperas","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Contra la rubeola, sarampión y paperas",30,2
3002.41.17,Otras triples,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Otras triples",30,4
3002.41.18,Anticatarral y antipiógena,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Anticatarral y antipiógena",30,2
3002.41.19,Las demás,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Sin dosificar ni acondicionar para la venta al por menor > Las demás",30,2
3002.41.21,Contra la gripe,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Contra la gripe",30,2
3002.41.22,Contra la poliomielitis,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Contra la poliomielitis",30,2
3002.41.23,Contra la hepatitis B,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Contra la hepatitis B",30,2
3002.41.24,Contra el sarampión,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Contra el sarampión",30,2
3002.41.25,Contra la meningitis,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Contra la meningitis",30,2
3002.41.26,"Contra la rubeola, sarampión y paperas","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Contra la rubeola, sarampión y paperas",30,2
3002.41.27,Otras triples,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Otras triples",30,2
3002.41.28,Anticatarral y antipiógena,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Anticatarral y antipiógena",30,4
3002.41.29,Las demás,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina humana > Dosificadas o acondicionadas para la venta al por menor > Las demás",30,2
3002.42.10,Contra la rabia,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares; cultivos de células, incluso modificadas. > Vacunas para uso en medicina veterinaria > Contra la rabia",30,4
